,pretty_formula,bandgap,cell_length_a,cell_lentgh_b,cell_lentgh_c,cell_angle_alpha,cell_angle_beta,cell_angle_gamma
1974,SbClO,1.9191000000000003,3.79107200,3.79107200,7.91690900,90.00000000,90.00000000,90.00000000
1975,NiAgF3,1.9448000000000003,4.00395400,4.00395400,4.00395400,90.00000000,90.00000000,90.00000000
1976,NaHoSe2,1.9119000000000002,7.37905228,7.37905228,7.37905303,32.50011162,32.50011162,32.50011448
1977,NaDySe2,1.9221000000000001,7.40967198,7.40967198,7.40967181,32.54801785,32.54801785,32.54801963
1978,CaCr2P2O9,1.9363000000000006,6.44634000,7.44741600,14.31877800,90.00000000,90.00000000,90.00000000
1979,HoMg(WO3)2,1.9413999999999998,8.00833800,5.43916600,5.64956562,89.06912008,90.00000000,90.00000000
1980,MgFe3P3O13,1.943,6.34089600,7.64587200,10.12453249,79.78670122,90.00000000,90.00000000
1981,ZnFe3P3O13,1.9318999999999997,6.35440800,7.67329100,10.09070952,79.43508908,90.00000000,90.00000000
1982,Mg(CoO2)2,1.9089999999999998,2.82956400,8.69342700,10.01413300,90.00000000,90.00000000,90.00000000
1983,Mg(FeO2)2,1.9258000000000002,7.67379196,7.67379196,9.15795745,56.52559907,56.52559907,22.03024998
1984,Sr4MgCr2(SO3)2,1.9095000000000004,3.94686200,3.94686200,15.91827800,90.00000000,90.00000000,90.00000000
1985,ZnBiAsO5,1.9348,7.25542100,8.13134800,8.99938000,90.00000000,90.00000000,90.00000000
1986,CaP4WO12,1.9245,7.76545261,7.76545261,10.97696808,64.54080240,64.54080240,70.82593531
1987,MoF5,1.9359000000000002,9.99088400,5.60068300,7.93028839,69.33670125,90.00000000,90.00000000
1988,Mg3Ge3(SbO6)2,1.9325,10.95250550,10.95250550,10.95250550,109.47122063,109.47122063,109.47122063
1989,Ge3(MoO6)2,1.9391000000000003,10.72749478,10.72749478,10.72749478,109.47122063,109.47122063,109.47122063
1990,Zn3Cr2(GeO4)3,1.9332000000000003,10.48057362,10.48057362,10.48057362,109.47122063,109.47122063,109.47122063
1991,Mg2BiWO6,1.9223,5.60647200,5.51520300,9.78610241,56.05803142,90.00000000,90.00000000
1992,MnZnAsO5,1.9400000000000002,6.20788300,8.24928400,8.39338100,90.00000000,90.00000000,90.00000000
1993,Zn2TeWO6,1.9426999999999999,5.45187600,5.72796795,7.14975114,109.57944309,91.72125162,109.40744147
1994,Zn3Sn3(AsO4)4,1.9361000000000002,5.45767400,9.42372000,17.40436030,60.92312750,90.00000000,90.00000000
1995,Mg2Sn3O8,1.9335000000000004,6.31846817,6.31846817,9.54304600,90.00000000,90.00000000,120.00000180
1996,YTa(WO4)2,1.9385000000000003,5.84250000,5.47366000,10.98148337,61.98132043,90.00000000,90.00000000
1997,CaFeAs2O7,1.9288999999999998,9.17433400,7.54914100,9.56394390,68.83037813,90.00000000,90.00000000
1998,PrMg(WO3)2,1.9270999999999994,5.71966600,5.50392900,9.78420996,55.99123919,90.00000000,90.00000000
1999,VPO4,1.928,9.14789876,9.14789876,15.86180191,61.95062839,61.95062839,32.58391299
2000,MnHO2,1.9717000000000002,3.23680077,5.26040841,4.78128272,99.43468822,105.92055597,84.02767601
2001,KSmSe2,1.9650999999999998,8.06610458,8.06610458,8.06610418,30.97586052,30.97586052,30.97585667
2002,Ca2TaN3,1.9592000000000005,6.30257780,6.30257780,11.73075100,90.00000000,90.00000000,124.57648918
2003,Mg3WN4,1.9534000000000002,15.98914243,27.69780936,9.02866248,90.00000000,90.00565856,90.00000000
2004,KYMg14O16,1.9677000000000007,8.73096500,8.73096500,4.44306400,90.00000000,90.00000000,90.00000000
2005,Mg30ZnSiO32,1.9549000000000003,8.55761600,8.55761600,8.54159400,90.00000000,90.00000000,90.00000000
2006,Mg30MnSiO32,1.9680999999999997,8.54181900,8.54181900,8.55638300,90.00000000,90.00000000,90.00000000
2007,Mg30GaBO32,1.9755000000000003,8.53041200,8.53041200,8.53168100,90.00000000,90.00000000,90.00000000
2008,RbLaMg30O32,1.9585,8.69458200,8.69458200,8.82284900,90.00000000,90.00000000,90.00000000
2009,Cs2Ti(AgS2)2,1.9722000000000002,6.10972100,6.10972100,14.00481600,90.00000000,90.00000000,90.00000000
2010,K5Na3Ta7NbO24,1.9613999999999998,8.02436584,8.02436584,8.02353601,89.99845994,89.99845994,90.00134301
2011,RbNdSe2,1.9719,8.41622648,8.41622648,8.41622674,30.19202242,30.19202242,30.19201888
2012,RbSmSe2,1.9752999999999998,8.39841561,8.39841561,8.39841504,29.88377158,29.88377158,29.88377626
2013,CuPN2,1.9626000000000001,5.00768998,5.00768998,5.00768998,126.63845020,126.63845020,78.84131242
2014,LaFeO3,1.9641000000000002,5.56695157,5.56696355,5.56696690,60.86588358,60.86600058,60.86586797
2015,CsFeO2,1.9760000000000002,6.12233840,6.12233699,6.12233840,90.00000000,60.00001528,120.00001528
2016,Rb2PdC2,1.9770000000000003,5.46316503,5.46316503,5.30984100,90.00000000,90.00000000,120.00001249
2017,Cs2AgAu,1.9749999999999999,13.82372472,13.82372472,13.82372472,120.61360085,119.78756635,89.65442636
2018,CsRbMg14O15,1.9689999999999994,4.15669600,8.59085300,10.69500200,90.00000000,90.00000000,90.00000000
2019,Zn2Ni11O13,1.9571999999999994,3.00033943,19.67506714,4.23952417,96.18553983,90.00014586,85.62703970
2020,V3OF11,1.9630999999999998,5.29500000,5.48183332,15.04101052,79.65922950,89.74645953,89.58568159
2021,Rb2S,1.9681,5.14692400,8.46901000,10.02205500,90.00000000,90.00000000,90.00000000
2022,NaAlH4,1.9487,7.18547089,7.18547089,5.08742000,90.00000000,90.00000000,151.48545976
2023,Ba2P7Br,1.9714999999999998,6.96277400,6.38420800,12.05440395,84.10122213,90.00000000,90.00000000
2024,Li3RhF6,1.955,5.57123635,5.57123635,5.57123635,60.00000000,60.00000000,60.00000000
2025,K2TlSbCl6,1.9530999999999998,8.02595047,8.02595047,8.02595047,60.00000000,60.00000000,60.00000000
2026,KTlF3,1.9743000000000002,6.77657481,6.77657481,6.77657481,60.00000000,60.00000000,60.00000000
2027,Li2AgAsF6,1.9723,6.23231896,6.23231896,6.23231896,60.00000000,60.00000000,60.00000000
2028,CsPrCdSe3,1.9667999999999999,8.48594976,8.48594976,11.55323900,90.00000000,90.00000000,149.70878597
2029,Cs2NaRhF6,1.9596999999999998,6.28889033,6.28889033,6.28889033,60.00000000,60.00000000,60.00000000
2030,Cs2TlRhF6,1.9553000000000003,6.64626210,6.64626210,6.64626210,60.00000000,60.00000000,60.00000000
2031,Cs2ScCuCl6,1.9632,7.28494216,7.28494216,7.28494216,60.00000000,60.00000000,60.00000000
2032,CsPbBr3,1.9528,8.43631265,8.43631265,6.02834400,90.00000000,90.00000000,90.13887476
2033,MgV(SiO3)2,1.9582999999999995,6.78723336,10.86000440,6.79258687,75.35709726,85.71350046,75.00265726
2034,K6ZnS4,1.9614000000000003,9.88586952,9.88586952,7.69534900,90.00000000,90.00000000,119.99999676
2035,SiC,1.9727999999999994,12.78008947,12.78008947,12.78008945,13.90859424,13.90859424,13.90859094
2036,Dy3TaO7,1.9713999999999996,8.14824690,8.14824690,5.36720900,90.00000000,90.00000000,125.41724677
2037,MnV4FeO12,1.9675,6.91693875,6.91693875,5.93936137,74.62847389,74.62847389,84.14026764
2038,LiVO3,1.9504000000000001,5.10629112,5.10629112,4.97861532,83.46425112,83.46425112,123.63225433
2039,Li7Fe8(BO3)8,1.9667000000000001,5.22126800,5.23186630,20.57736742,91.32464743,89.56776116,119.81394217
2040,Li4Co(BO3)2,1.9542000000000002,3.29913600,7.87792600,9.27579300,90.00000000,90.00000000,90.00000000
2041,Li3CrPCO7,1.9536000000000002,6.45293400,8.68386840,9.97601032,94.63690460,90.10049155,90.20833091
2042,Li2FeSnO4,1.9579,6.16376827,10.67942108,6.15736856,75.32476128,61.36349465,74.60312928
2043,GdAlO3,1.9664000000000001,3.73532800,3.73532800,3.73532800,90.00000000,90.00000000,90.00000000
2044,ZrNF5,1.9738,8.51733200,8.09152400,8.52662757,59.50545582,90.00000000,90.00000000
2045,YH16C4N9O16,1.9721,11.23744496,11.23744496,6.51862298,85.38678283,85.38678283,142.55075275
2046,VAgO3,1.9562999999999997,7.62494958,7.62494958,5.63352376,77.52006100,77.52006100,87.94429283
2047,V2CoO6,1.9461,5.02859003,5.02859003,6.73244601,70.13849721,70.13849721,41.22289924
2048,V3(H3O5)2,1.9768999999999999,6.10990900,8.90692701,9.07209393,88.65203732,86.15278078,81.79564230
2049,Zn2NCl,1.9705000000000001,5.99718700,6.18923900,7.44251100,90.00000000,90.00000000,90.00000000
2050,Na2UI4O15,1.9625000000000001,7.09855434,7.09855434,7.75797565,88.71773870,88.71773870,72.79369830
2051,LiSb(MoO4)2,1.9482,11.33204672,11.33204672,5.63388194,79.87697160,79.87697160,25.60374431
2052,Rb2TaCuSe4,1.9707,14.49023747,12.93446399,7.71366873,85.16063209,62.80432411,32.03504380
2053,BaBr2O11,1.9668,7.07106532,7.07106532,11.98610800,90.00000000,90.00000000,119.99999362
2054,MnV2(PbO4)2,1.9464000000000006,6.63760200,7.48904039,9.13010471,112.51762742,89.99722357,90.00336981
2055,VAgOF4,1.9682,5.18452500,5.73497800,14.09550305,80.38265751,90.00000000,90.00000000
2056,AgP(OF)2,1.9768,13.77091134,13.77091134,6.34082811,79.85925426,79.85925426,130.77502204
2057,MnBiO3,1.9501,5.57817700,9.81660800,10.02221537,68.60764875,90.00000000,90.00000000
2058,Sr2P7Cl,1.948,9.63754147,9.63754147,22.58402818,79.47176804,79.47176804,79.80630153
2059,Te3C2S2(OF)6,1.9750999999999999,8.39547200,8.39547200,11.31124528,75.03687764,75.03687764,62.05083920
2060,Rb4U3(AsO8)2,1.9497,17.65169900,7.16757500,7.22161743,89.08124371,90.00000000,90.00000000
2061,Ba3Sb2S7,1.9628999999999999,11.19649241,11.19649241,13.40988778,73.33607699,73.33607699,67.48368027
2062,TlAsH2F10,1.9754,6.04236700,5.69203400,22.37287230,84.61947320,90.00000000,90.00000000
2063,ZnS,1.9782000000000002,3.87397958,3.87397958,56.36911477,88.03078019,88.03078019,59.99999802
2064,Bi2W2O9,1.9756,5.45266100,5.45315000,24.55871800,90.00000000,90.00000000,90.00000000
2065,Cs6Dy21S34Cl,1.9469,13.11414817,13.11414817,13.12066578,65.56827975,65.56827975,97.28603158
2066,ZnS,1.9773,3.87552854,3.87552854,56.54851131,88.03624469,88.03624469,59.99999826
2067,SrP11H28N9,1.9578000000000002,9.98588096,14.12491017,19.47240607,90.00000000,90.00000000,90.00000000
2068,MgCO6,1.9468999999999999,5.31116700,6.87791000,13.31721285,65.51818380,90.00000000,90.00000000
2069,Sr25Ti39O103,1.9476,5.64070520,19.60359436,30.06631399,90.00000000,90.50552208,90.00000000
2070,Nb12WO33,1.9583,11.55976934,11.55976934,18.17531617,57.08681565,57.08681565,19.27402737
2071,Sb2Te3WC4(OF3)4,1.9537,8.73591500,15.16758500,15.77028700,90.00000000,90.00000000,90.00000000
2072,Bi(WBr3)3,1.9682,13.38601800,10.02030400,13.02074892,77.77146519,90.00000000,90.00000000
2073,Cs6Ho21S34Cl,1.9586,13.06356854,13.06356854,13.07102321,65.58829692,65.58829692,97.29911476
2074,CdC3NCl3,1.9514999999999998,7.38763600,14.93642600,15.81262100,90.00000000,90.00000000,90.00000000
2075,MnAs3(PbO3)3,1.9583,6.69882404,12.67223294,13.81038685,67.90830783,89.98795900,89.99403616
2076,MgFe4H42(S3O23)2,1.9757,7.44992500,7.51928255,18.66813695,98.73771283,95.44990771,102.89692239
2077,SiC,1.9788000000000014,3.09771965,3.09771965,73.25353158,88.78845798,88.78845798,59.99999554
2078,Cs3VS4,1.9594,9.90867200,9.96369700,11.74329000,90.00000000,90.00000000,90.00000000
2079,CsAu(IO3)4,1.949,7.98190200,8.11574640,11.22072196,75.43623053,71.30599570,84.53575795
2080,ZnS,1.9752000000000003,3.87561206,3.87561206,56.54906157,88.03622146,88.03622146,59.99999826
2081,SiC,1.9543999999999997,3.09819891,3.09819891,63.19012418,88.59525935,88.59525935,60.00001942
2082,Cs3Bi2(PS4)3,1.9748999999999999,6.97409700,18.54482100,19.28165875,81.53546859,90.00000000,90.00000000
2083,ZnS,1.9788999999999999,3.87397973,3.87397973,56.37147746,88.03086268,88.03086268,59.99999815
2084,LaH6CO7,1.971,9.00960500,5.26815100,15.25220874,86.86369301,90.00000000,90.00000000
2085,UH4(NO5)2,1.9514999999999998,8.76389800,7.21387900,13.90655862,78.29887412,90.00000000,90.00000000
2086,Na4Ti4Si3O22,1.96,7.80314043,7.80314043,7.80314051,87.03651756,87.03651756,87.03651929
2087,Co2AsHO5,1.9717999999999998,6.15402200,8.41106700,8.67319500,90.00000000,90.00000000,90.00000000
2088,Tl3Cr4AgO14,1.9722,7.55763347,7.55763347,13.80230038,78.01283045,78.01283045,90.33895779
2089,YCdBiO4,1.9455000000000002,11.27471786,11.27471786,11.27471786,100.10212177,100.10212177,130.48083275
2090,Ag2Mo(I2O7)2,1.9605000000000001,7.02469994,7.02469994,17.76058119,81.57761005,81.57761005,48.99385845
2091,H13RuC6SN4O8F9,1.963,14.87980348,14.87980348,7.16793963,85.62084646,85.62084646,142.17012097
2092,TiAsH18C6N3Cl4,1.9546000000000001,16.43056100,10.27958300,14.39135939,45.93959923,90.00000000,90.00000000
2093,K5FeO4,1.9722000000000002,6.78806900,11.53001200,20.58400900,90.00000000,90.00000000,90.00000000
2094,Cu3MoH24C8S3I3N2O,1.9696,10.01401138,15.09567601,19.03246343,102.54583951,90.00000000,90.00000000
2095,Si10BiTe2H73C25,1.9501,9.86203902,18.63683056,32.73458420,90.00000000,90.00000000,90.84596235
2096,Cs3P11(H3N)3,1.9621000000000002,15.86668100,9.58776500,17.86254181,58.91323820,90.00000000,90.00000000
2097,SmAgS2,1.9787000000000003,7.76333000,7.76679100,13.12343242,89.87664100,90.00000000,90.00000000
2098,Sr2ZrTiO6,1.9485999999999999,4.05787500,4.05787500,8.28339500,90.00000000,90.00000000,90.00000000
2099,WI2,1.9577999999999998,10.80777844,10.80777844,12.93953300,90.00000000,90.00000000,107.06665857
2100,Sc(NF2)3,1.9684,5.30343800,5.56511600,11.55853422,65.53192937,90.00000000,90.00000000
2101,Rb3Sb2I9,1.9451,8.42643200,15.03050900,25.70601908,55.30274705,90.00000000,90.00000000
2102,Na2ZrS3,1.9607,6.70917083,6.70917083,6.98804235,80.69781597,80.69781597,120.04358924
2103,MgPH6NO5,1.9739,5.39891300,7.18060900,10.28264500,90.00000000,90.00000000,90.00000000
2104,LiTiNF6,1.9586999999999999,8.67930100,9.54773200,13.81623000,90.00000000,90.00000000,90.00000000
2105,HfNF5,1.9492,8.35537900,7.81397000,8.33206868,63.14054474,90.00000000,90.00000000
2106,GdNb5Ag2O15,1.9539000000000002,12.69885900,12.69885900,3.93781700,90.00000000,90.00000000,90.00000000
2107,FePO6,1.9497,9.60257300,9.60327600,10.62237700,90.00000000,90.00000000,90.00000000
2108,Cs2MoO8,1.9520000000000002,9.24486200,7.30405600,14.14141422,63.03497523,90.00000000,90.00000000
2109,Ba3ZnSb2O9,1.9603000000000002,5.94574147,5.94574147,14.67531200,90.00000000,90.00000000,119.99999406
2110,TiNb2O7,1.9633000000000003,10.59724863,10.59724863,12.07845611,59.76611833,59.76611833,20.97605704
2111,TePb3(BrO2)2,1.9600999999999997,7.19212922,7.19212922,5.69237800,90.00000000,90.00000000,133.26339300
2112,Ti4FeBiPb4O15,1.9593000000000007,13.84915025,13.84915025,4.73323700,90.00000000,90.00000000,157.30208397
2113,TaNb3V4O20,1.9465,5.65737300,7.06982900,12.07391623,89.92914615,90.00000000,90.00000000
2114,SrCa3(PbO4)2,1.9634000000000005,3.45544400,5.97181200,10.03064813,89.74527504,90.00000000,90.00000000
2115,SrCr9Ga3O19,1.9692000000000003,5.91251818,5.91251818,23.04082500,90.00000000,90.00000000,120.00000205
2116,Sr2La2MgTi3O12,1.9733999999999998,5.59171500,5.61077592,7.88313602,89.96256035,89.95586055,89.94151736
2117,RbNdTiNbO6F,1.9558,3.85274100,3.85274100,11.35129800,90.00000000,90.00000000,90.00000000
2118,PrZrNO2,1.9787,5.96834800,5.79623000,10.01526822,55.28007641,90.00000000,90.00000000
2119,Rb2MnV2(ClO3)2,1.973,5.60212241,10.69063045,10.78631651,59.88772808,105.74958278,91.34503418
2120,NaLa6Ga3S14,1.9699999999999998,10.24047569,10.24047569,6.15078300,90.00000000,90.00000000,119.99999797
2121,Nb2PbO6,1.9514000000000002,3.94725600,12.99088900,13.07360430,87.77966308,90.00000000,90.00000000
2122,Mn4Nb2O9,1.9765999999999995,5.73055574,5.73055574,13.42083783,87.59318731,87.59318731,56.21571357
2123,La6Mg(SiS7)2,1.9649,10.41066444,10.41066444,5.76531400,90.00000000,90.00000000,120.00000278
2124,KCd4Ga5S12,1.9773,8.60008900,8.66146732,8.92792359,108.62259873,106.24461857,108.35357781
2125,KFe4(SiO4)3,1.9707,5.39722800,5.39851724,10.55571463,94.80900445,95.77785814,119.84867114
2126,Na4U3Te5O21,1.9654000000000003,14.79673784,14.82516833,14.79504420,70.50924436,70.55470993,109.58445236
2127,K3Ni(NO2)5,1.9603,11.15221800,7.23735100,7.32093386,82.01401267,90.00000000,90.00000000
2128,K2NaNb3O9,1.9480999999999997,4.00883500,8.11358300,13.04323566,72.33081229,90.00000000,90.00000000
2129,HgH2SO5,1.9681000000000002,5.55313900,8.05345600,9.13503500,90.00000000,90.00000000,90.00000000
2130,Gd3SOF5,1.9732,3.75180100,9.53397200,9.59498912,60.49330150,90.00000000,90.00000000
2131,Gd2CrSbO7,1.9649,7.33843422,7.33843422,7.33843422,120.10138216,119.58330115,90.27387265
2132,La20S29O,1.9503000000000004,15.05371367,15.05371367,15.05371367,62.17570403,62.17570403,93.81163948
2133,Fe3H9S2O15,1.9729999999999999,7.21199348,7.21199348,7.21199306,62.22640315,62.22640315,62.22640724
2134,Fe3H9S2O15,1.9552999999999998,7.14869100,7.16497903,7.17162813,62.98883599,62.29952439,63.19356841
2135,Gd2NbGaO7,1.9724999999999997,7.34907040,7.34907040,7.34907040,120.98941917,119.17985554,89.86062824
2136,BaU2V2O12,1.9755,8.46560700,6.73380500,10.57344125,75.96756132,90.00000000,90.00000000
2137,Ba6Dy2Al4O15,1.9769999999999994,5.94655325,5.94655325,14.89733800,90.00000000,90.00000000,119.78808988
2138,BaFe4Sn2O11,1.9621000000000004,6.07359566,6.07359566,13.68346300,90.00000000,90.00000000,119.97271849
2139,Ba8Ti3Nb4O24,1.9528999999999996,5.85472511,5.85472511,19.20148500,90.00000000,90.00000000,120.00001256
2140,Ba6Y(ReO6)3,1.9731,10.21511865,10.21511865,10.08707460,80.28440676,80.28440676,119.99499127
2141,Ba16Ca2HC12N25O4,1.9597000000000002,13.72129073,13.72129073,13.72129040,43.23679199,43.23679199,43.23679301
2142,Y2MgS4,1.9489999999999994,3.85409200,12.62844500,13.48523300,90.00000000,90.00000000,90.00000000
2143,Pr2MgS4,1.9701,3.99393600,13.04243200,14.17993800,90.00000000,90.00000000,90.00000000
2144,Sm2MgS4,1.9550999999999998,3.93149500,12.83882700,13.81245000,90.00000000,90.00000000,90.00000000
2145,Tb2MgS4,1.9573999999999998,3.86474500,12.65318100,13.49250700,90.00000000,90.00000000,90.00000000
2146,Pm2MgS4,1.9553999999999996,3.94482100,12.89227000,13.92799700,90.00000000,90.00000000,90.00000000
2147,K2Zn3Se4,1.948,9.54606278,9.54606278,9.54606278,143.16400050,105.72699216,85.90509297
2148,CsPb2I5,1.9732000000000003,10.63720587,10.63720587,10.63720587,128.76149779,128.76149779,75.39463771
2149,V2ZnO5,1.9746,3.69591100,5.42604969,11.40673600,90.00000000,90.00000000,109.91166437
2150,V4ZnO9,1.9529,4.99039300,8.33691300,8.33691300,90.00000000,90.00000000,90.00000000
2151,MgO,1.9482000000000004,10.34368766,9.58352587,9.59328189,91.11336325,91.69410790,87.31937739
2152,WO3,1.9695,12.45246301,12.39882450,11.70623733,94.53135053,90.24832246,95.87255313
2153,Bi3C3N7,1.9471000000000003,6.96069805,13.44566469,17.03785994,90.00000000,90.00000000,90.00000000
2154,Ca5(GeN3)2,1.9628999999999994,5.95981505,6.02350774,13.10917414,90.00000062,97.74533625,120.35416751
2155,CsLaCdTe3,1.9691000000000005,8.97687295,8.97687295,12.30546400,90.00000000,90.00000000,149.54131598
2156,AlFe3(SiO4)3,1.9778000000000002,9.97182526,9.97182526,9.97182526,109.47122063,109.47122063,109.47122063
2157,ZnCr(SiO3)2,1.9762999999999997,5.32678500,9.18934900,18.72667900,90.00000000,90.00000000,90.00000000
2158,RbAl6H20N5F24,1.9759,5.23435500,5.20536273,22.95336211,102.85859243,102.16741067,89.89388468
2159,AlNiF5,1.9736,5.15981514,5.15981514,5.15981514,140.02620198,105.90050566,87.69000923
2160,LiV(CO3)2,1.9495,4.67756840,7.07296993,7.07294237,68.36139362,109.12501840,109.12531880
2161,VO,1.9785000000000004,3.16457923,5.26802041,5.42603401,98.06922822,73.21622668,90.26605233
2162,LiVOF2,1.9785000000000001,5.32961059,6.64933931,6.61157852,95.34249454,83.86637069,96.85444199
2163,ZnPbF6,1.9566,5.73119936,5.73119936,5.73119870,55.96133999,55.96133999,55.96134576
2164,UCdO4,1.9474999999999998,6.43379784,6.43379784,6.43379838,34.91479595,34.91479595,34.91478893
2165,Ba3WN4,1.9649999999999999,10.56264900,10.98306900,12.42217700,90.00000000,90.00000000,90.00000000
2166,RbMn4(AsO4)3,1.9685,6.65884986,10.33637424,17.68711410,90.00000000,90.00000000,90.00000000
2167,Sb9Se4F39,1.9538,13.73916703,15.98224477,17.44368972,92.15453738,90.00000000,90.00000000
2168,DyCu(MoO4)2,1.9663,9.88393000,10.28195900,14.71668400,90.00000000,90.00000000,90.00000000
2169,MnAl(WO4)2,1.9543,5.12278566,5.67427800,9.27022947,90.00001643,91.56680176,90.00004220
2170,CaLaFeSbO6,1.9771999999999998,7.97429985,8.07082353,8.10207336,89.78485947,89.62887522,91.11489103
2171,Li2Ti3CoO8,1.9561000000000002,5.94517806,10.29761003,9.76952814,89.99115990,90.01620193,90.00520680
2172,Li2Ti3CoO8,1.9589999999999996,5.94548007,11.43443894,10.29718450,116.76183130,90.00263905,74.93843088
2173,BS4N4F3,1.9526,10.91721700,7.49552000,12.86729308,59.23468288,90.00000000,90.00000000
2174,Rb2S5,1.9768000000000001,6.79182100,6.85280600,19.31843300,90.00000000,90.00000000,90.00000000
2175,CaV4(AgO6)2,1.9606,10.52054200,10.52054200,5.08292200,90.00000000,90.00000000,90.00000000
2176,UOF4,1.9526,8.88267782,8.88267782,8.88267782,96.26261339,96.26261339,141.42830490
2177,K2S5,1.9476,6.60004900,6.61862100,18.71872600,90.00000000,90.00000000,90.00000000
2178,Tl4GeS4,1.964,8.77234447,8.77234447,7.83423229,72.76142673,72.76142673,83.52405367
2179,Na3SiTe3,1.9487999999999999,12.89722400,8.89278400,9.01841427,59.62239805,90.00000000,90.00000000
2180,Tl3B3S10,1.9583,7.04996400,7.99545512,13.96633785,102.91383983,93.25886886,95.98972044
2181,RbVP2O7,1.9475,10.23194000,7.65449000,8.40523386,74.05833543,90.00000000,90.00000000
2182,Sr2NiTeO6,1.9571999999999998,8.03307865,9.76452659,8.03307897,114.11196601,89.29723031,66.16725320
